"product","rating","helpful","reviewdate","user","summary","content"
"B0002WYS6S","5","2","2004-12-06","electric_fire","Fünf Sterne Deluxe","Die neue Live-DVD von Dream Theater ist, wie man erwarten konnte, ein echtes Meisterwerk geworden. In insgesamt 172 Minuten zelebrieren die Bandmitglieder im riesigen Budokan ihr Können und beweisen, dass ihnen im Progressive Metal nachwievor niemand das Wasser reichen kann. Alle fünf Musiker spielen hervorragend zusammen und präsentieren einen sehr druckvollen Sound. Insbesondere die Leistung von James LaBrie ist dabei eine große Überraschung. Hatte er auf &quot;Once In A Livetime&quot; noch mit einer starken Erkältung und einer extrem verrauchten Hallenluft zu kämpfen, beweist er nach der Konsolidierung auf &quot;Live Scenes...&quot; mit dieser Veröffentlichung endgültig, dass er zu den ganz großen Sängern des Genres gehört. Hervorhebenswert in Punkto Gesang sind vor allem &quot;Hollow Years&quot;, &quot;Trial Of Tears&quot;, &quot;Only A Matter Of Time&quot; und das finale &quot;In The Name Of God&quot;. Während des gesamten Konzertes wirkt LaBrie entspannt und cool, keine Spur von Unsicherheiten! &lt;P&gt;In Bild und Ton schlägt &quot;Live At Budokan&quot; seinen Vorgänger &quot;Live Scenes...&quot; deutlich. Die Aufnahme wirkt viel professioneller, nervende Einspieler wurden vermieden. Die Konzentration liegt auf der Performance der Band. Eine nette Zugabe sind die Dokumentationen auf der zweiten DVD. Hier kann man auf recht amüsante Art und Weise feststellen, dass auch Portnoy und Co. nur Menschen sind, die vor Auftritten nervös sind und nicht alles im Schlaf spielen können. Außerdem beweisen sie, dass sie nicht nur gute Musiker, sondern auch sehr sympatische Menschen sind. Von ihnen kann man sich, glaube ich, nicht nur musikalisch 'ne Scheibe abschneiden!"
"B0002WYS6S","5","0","2005-01-23","guest","Sehr gut gelungen","Die DVD ist echt Hammer produziert und die Bilder sind super.Man kann den Jungs um Jonh Myung und Jordan Rudess echt super auf die Finger gucken.Ich selbst habe Dream Theater im vergangenen Jahr in Frankfurt gesehen und muss sagen das sie ein echter Traum sind. Die DVD stellt das nur allzu gut dar.&lt;BR&gt;Die Bonus DVD ist auch recht interessant. Den einzigsten Nachteil den die Band hat ist wirklich Sänger James Labrie der einfach nur abturned mit seinem gequietsche. Alles in allem muss man als echter DT Fan diese DVD besitzen. &lt;BR&gt;Aber ich kann nur jedem empfehlen bei der nächsten Tour persönlich dabei zu sein. Denn sie sind so noch geiler"
"B000AQBAL2","5","0","2005-12-05","guest","Hammergeil","Das ist wirklich der Hammer! So eine Aufarbeitung einer Bandgeschichte gab es noch nie! Ob man Sodom Fan ist oder nicht (ich bins), mu&amp;#223; man sich dieses Teil reinziehen. Hier bekommt man f&amp;#252;r seine paar Kr&amp;#246;ten richtig was geboten. Das Teil kann ich nur jedem empfehlen. Nachdem ich mir die DVD komplett angesehen habe komme ich zu dem Schlu&amp;#223;, das Sodom die einzig wahre Metal Band ist! Alle anderen sind ab jetzt abgeschrieben. Freue mich schon auf den zweiten Teil! Sodom forever! Tom, du bist der Beste !!!"
"B0002WYS6S","5","0","2005-08-16","guest","Meisterwerk","Ich habe mir eben die DVD gleich 2 mal angeschaut und ich musste wieder staunen und geriet von einem Gänsehautschauer in den nächsten (mehr noch als bei Metropolis 2000, was ich bis heute für die beste Musik-DVD hielt). Die Stimmung in Budokan ist einfach göttlich und ich hatte schon beim ersten Akkord von As I Am Gänsehaut ^^&lt;P&gt;Petrucci und Portnoy bleiben das non plus ultra und auch Rudess und Myung hatten mich wieder mal sehr beeindruckt (wobei Myung bei diesem Konzert etwas in den Hintergrund gerät). Nur LaBrie schwächelt etwas mit seiner Stimme (er kommt selten mit der Stimme ganz hoch, was sich dann wie Geheule anhört, oder er singt an einer Stelle mal ein Ton höher wie alle anderen...).&lt;P&gt;Insgesamt aber die beste Musik-DVD, die ich je gesehen habe."
"B000654UJG","5","5","2005-06-27","hammerofjustice","Pflichtprogramm nicht nur für Maiden Fans!!!!","Für Maiden Fans ist diese Doppel DVD eigentlich Pflichtlektüre, denn sie enthält sehr viele Infos über den Anfang der Band. Die erste DVD fand ich persönlich nicht so interessant, weil dort halt ¿nur&quot; alte Konzerte (u.a. auch das in Dortmund) gezeigt werden. Das was auf der ersten Disc halt interessant ist, ist wie die Jungs aussehen, die Weiterentwicklung der Kultfigur Eddie und auch die art &amp; Weise wie Maiden damals den Metal noch gespielt hat. Ich muss ergänzend aber auch dazusagen, dass mir die erste Disc auch deshalb nicht so gut gefällt, weil ich die ersten 3 Maiden Platten nicht so doll finde. Gut, ich weiß die meisten Fans werden das anders sehen, es ist aber halt nun mal Geschmackssache.&lt;P&gt;Dafür war die 2te Disc für mich so was wie eine Art Offenbarung und auch wahrscheinlich der Grund warum ich dem teil volle 5 Sterne zukommen lasse. Diese Dokumentation von Iron Maiden, größtenteils erzählt von Steve Harris, ist schlichtweg genial. Ich fand schon das Bonusmaterial auf den Neupressungen der alten Cd's sehr gut. Gerade der ¿Maiden Stammbaum&quot; und das (anfangs) ständige ¿Bäumchen wechsel Dich Spiel&quot; fand ich richtig gut! Auf der 2ten DVD kommt keiner zu kurz, der mal irgendwie was mit Maiden zu tun hatte. So gibt es Interviews mit Cliff Burr, Paul Di Anno, Dennis Stratton, dem Producer, der Plattenfirma...usw...WOW, richtig gut und richtig interessant.&lt;P&gt;Fazit: ¿The Early Years&quot; hat für alle Maiden Fans was dabei. Disc 1 bietet frühe Konzerte mit DER ¿Kultbesetzung&quot; der Band. Disc 2 bietet sehr viele Infos über die Entstehung und Personalpolitik von Iron Maiden. Nach so vielen Infos freuen wir uns auf ¿Early Years Part II&quot;. &lt;P&gt;UP THE IRONS!!!!"
"B000654UJG","5","3","2005-06-08","alexus80","Bitte fortsetzen","Alle loben ja diese DVD! Also will ich da mal keine Ausnahme machen! Der Fan bekommt viel für sein Geld. Zwei DVD mit zusammen 315 Minuten Laufzeit. Unschlagbares Preis/Leistungsverhältnis!&lt;BR&gt;DVD 1 beeinhaltet drei Konzert-Mitschnitte von unterschiedlicher, in Anbetracht ihres Alters beachtlichen, Qualität! Live at the Rainbow (1980) mit Paul Di'Anno am Mikro, Beast over Hammersmith (1982) &amp; Live in Dortmund (1983) mit Bruce Dickinson als Frontmann. Das erste geht 30 Min. die anderen beiden je 45 Min.&lt;BR&gt;DVD 2 hat dann ein sehr gutes Interview mit fast (!) allen die jemals bei Iron Maiden waren. Und das waren verdammt viele! 90 Minuten plaudern Steve Harris &amp; Co. aus dem Nähkästchen!&lt;BR&gt;Es gibt fünf Videoclips (Woman in Uniform, Run to the Hills, The Number of the Beast, Flight of the Icarus und The Trooper), diverse Hitparaden-Auftritte aus England und Deutschland.&lt;BR&gt;Fotogalerien, Discographien usw.&lt;BR&gt;Highlight für Fans dürfte das Konzert aus dem Ruskin sein, das mit nur einer Handkamera gefilmt wurde! Maiden-Feeling pur!&lt;BR&gt;Ich freue mich schon auf die nächsten Parts und hoffe daß sie uns nicht zu lange warten lassen! UP THE IRONS!"
"B000654UJG","5","2","2005-04-03","matthiassinn","&quot;Iron Maiden `gonna get you&quot;","Es gibt ja eine übereinstimmende Meinung zu diesem DVD Doppelpack. Ich kann nur eins dazu sagen jeder der diese DVD kopiert gehört lebenslang verknastet. Grundehrliche Ware zu einem korrekten Preis. DVD einschieben, Bier aufmachen, Langharrperücke aufsetzen (falls nötig) und durch die Stube springen vor Begeisterung. Bin gespannt auf den zweiten Teil. Als Anspielpunkt sei genannt &quot;Live at Ruskin&quot; mit kultiger Kameraführung, genial. Kaufen !!!!"
"B000654UJG","5","10","2004-12-31","freakoutpower","Besser geht's nicht!","Die vorliegende Maiden-DVD ist für jeden Fan der Engländer eine absolute Pflichtübung und enthält so manches &quot;Schmankerl&quot;. &lt;BR&gt;Den ersten Konzertmitschnitt &quot;Live At The Rainbow&quot; gab's zwar schon als Videocasssette, ist jedoch hier erstmalig in Digital-Qualität zu sehen. Dann kommt's: &quot;Beast Over Hammersmith&quot; - bisher unveröffentlicht - zeigt uns diese Ausnahme-Band in überirdischer Spiellaune, inklusive unübertrefflicher Songlist und einem gerade kurz zuvor eingestiegenen Bruce Dickinson in Höchstform! Gerade bei Jahrhundertsongs wie &quot;Children Of The Damned&quot; oder &quot;22 Acacia Avenue&quot; läuft mir ein Schauer nach dem anderen über den Rücken!&lt;BR&gt;Auch der folgende legendäre Konzertmittschnitt vom 83er &quot;Rockpop Festival&quot; in der Dortmunder Westfalenhalle war bislang noch nicht veröffentlicht worden und weckt so manche Erinnerung an die 80er Jahre.&lt;BR&gt;DVD 2 hat dann mit der 90-minütigen Dokumentation Infos zu bieten, die bislang nur Leuten vorbehalten war, die absolut eng an der Band dran waren. Nämlich u.a. Interviews mit den jetztigen und fast allen ehemaligen Bandmitgliedern aus der Frühphase, natürlich auch mit Clive Burr &amp; Paul DiAnno, die sich absolut freundschaftlich und korrekt über Maiden äußern u. auch ihre damaligen Probleme die zu deren Rauswurf führten erläutern. &lt;BR&gt;Also eine äußerst gelungene und für den Maiden-Fan unverzichtbare Informationsquelle. &lt;BR&gt;Zusätzlich hat diese spitzenmäßige mit tollem Booklet ausgestattete Doppel-DVD noch einen ganzen Haufen Extras zu bieten, welche ihr unten aufgeführt der Tracklist entnehmen könnt. Besser geht's einfach nicht mehr. &lt;BR&gt;Hier bekommt man eindeutig einen großartigen Gegenwert für die sauer verdiente Kohle!&lt;BR&gt;Absolut Referenzwürdig!"
"B000654UJG","5","1","2004-12-26","violamerda1899","Einfach Spitze!","Als ich mir diese DVD zugelegt habe,hatte ich große Erwartungen.Aber als ich mir zuhause die DVD anschaute,war ich hin und weg!!Von den Anfängen bis hin zu Piece of Mind wird hier alles gezeigt!Und das auch so gut in 90 Minuten zusammen gefasst!!Auch bei den Extras bleibt nichts zu wünschen übrig!Live Auftritte bei Top of the Pop,Promo Videos,Foto Galle'rie usw.!Und da wär ja auch noch DVD 1.Hier findet man Mitschinitte der Konzerte&quot;Live at the Rainbow&quot;,&quot;Beast over Hammersmith&quot;und&quot;Live in Dortmund&quot;.Also,was will man mehr???"
"B000AQBALW","1","3","2005-10-07","fixundferdisch","One-Man-Show !!!!","Was soll das ? Als eingefleischter Hatchet Fan mit zahlreichen Konzertbesuchen freut man sich nun auf die erst Live-DVD - und dann sowas ! Abgesehen von dem trögen Puplikum ist die Soundqualität so ziemlich komplett daneben ebenso die Bildführung. Bobby läßt in seiner One-man-Show zwar die Finger fliegen aber manchmal passt das gespielt nicht zum gezeigten. Die ständigen &quot;Hell Yeah&quot; rufe von Sänger McCormack gehen auch auf die Nerven und der Rest der Band steht oder sitzt nur gelangweilt herum. Da gab es sicherlich bessere Konzerte die man als DVD hätte verwenden können. Alles in allem eine sehr entäuschende Vorstellung was an Sound, Bild und Ablauf auf dieser DVD gezeigt wird. Also die DVD vergessen und Live ansehen. Vieleicht ist dann der Mann am Mischpult besser drauf."
"B000AQBALW","4","2","2005-10-07","loffhagen","Ein Muss für alle Fans und Southern Rocker im Allgemeinen!","Diese DVD dürfte bei den Fans der Southern Rock-Legende für wahre Glückgefühle sorgen. &quot;Live In Hamburg&quot; ist ein CD/DVD-Package, das keine oder nur ganz wenige Wünsche offen lassen dürfte. Zu sehhören (im (in Dolby Digital 2.0- bzw. Dolby Digital 5.1-Sound bzw. 16:9 / 4:3-Bildformat) ist der Gig bei den &quot;Hamburg Harley Days&quot; am 24. Juli 2004. Und die Mannen um Bobby Ingram (Lead And Acoustic Guitars) und Phil McCormack (Leadvocals, Harmonica) waren an diesem besagten Abend - wie ihre Fans auch - wirklich gut drauf, wobei ich mir allerdings auch nicht vorstellen kann, dass diese Band überhaupt dazu in der Lage ist, ein schwaches Konzert zu geben. Die Band bot ihrem Publikum den gewohnt erstklassigen urtypisch-authentischen Southern Hardrock mit Nummern wie u.a. 'Whiskey Man', 'Devil's Canyon', 'The Rainbow Bridge', 'Flirtin' With Disaster', 'Son Of The South', 'Bounty Hunter', 'Moonlight Dancin` On A Bayou' oder 'Fall Of The Peacemakers' und beschränkte sich bei der Songauswahl hauptsächlich auf ihre härteren Nummern und behandelte die epischen und balladesken Nummern aus ihrem Backkatalog eher stiefmütterlich. Die DVD mit ihrer Gesamtspieldauer von knapp 125 Minuten enthält zusätzlich zum o.g. Konzertmitschnitt noch ein Bobby Ingram-Interview, &quot;Hinter-den-Kulissen&quot;-Aufnahmen sowie Bilder, Biographie und Discographie. Ein Muss für Fans und Southern Rocker im Allgemeinen."
"B0007SMEQ8","5","9","2005-08-25","timemage","Ein einzigartiges Gesamtkunstwerk","Ich kann es nur immer und immer wieder sagen, daß Pain of Salvation in meinen Augen (bzw. Ohren) die wichtigste Band unserer Zeit ist. &quot;Be&quot; untermauert diese Annahme nochmals kräftig, denn auch Pain of Salvations neuestes Studioalbum ist wieder ein visionäres Kunstwerk geworden, von dessen künstlerischem und kompositorischen Anspruch andere Bands und Musiker Lichtjahre entfernt zu sein scheinen. &lt;P&gt;Was bei bei &quot;Be&quot; an Songwriting, Emotionalität und spieltechnischer Fertigkeit geboten wird, sucht seinesgleichen. Es sei allerdings auch dringend davor gewarnt, daß &quot;Be&quot; ein extrem schwer verdauliches Stück Musik ist, daß sich einem nicht bei den ersten Durchläufen erschliesst. Vielmehr ist es ein zeitloses Werk, das man immer und immer wieder hören kann und bei dem man jedesmal etwas Neues entdeckt.&lt;P&gt;Wenn die Welt gerecht wäre, müssten Pain of Salvation in die Musikgeschichte eingehen, wenn ich allerdings mal kurz über Viva und MTV schalte und sehen muss, daß es dort mittlerweile sogar Klingeltoncharts gibt, zweifle ich am Geisteszustand unserer Gesellschaft. Daß Klingeltöne Millionen scheffeln und eine begnadete Band wie Pain of Salvation von der kleinen Basis hartgesottener Musikverrückter leben muss ist nicht mehr nur ungerecht, sondern ein Skandal, der in Bezug auf unsere extrem oberflächliche, verdummende Gesellschaft tief blicken lässt.&lt;P&gt;Unterstützt diese Band und kauft euch diese CD, denn sie ist das Geld zehnmal wert. Besser noch, kauft euch nicht die CD alleine, sondern die Box, mit CD, DVD und extragroßem Booklet, denn die sehr ästhetische Bühnenshow und die vielen zustätzlichen Erklärungen im beigelegten Booklet machen das Erlebnis &quot;Be&quot; noch perfekter."
"B000AQBALW","5","5","2005-10-04","hannahmila","Geiles Konzert der Südstaaten-Rocker!","Ich habe die Entwicklung von Molly Hatchet in den letzten Jahren sehr aufmerksam verfolgt. Sie hatten nach ihrer Auferstehung Ende 2000 ein geniales Konzert in der Hamburger Markthalle gegeben, danach sah ich sie Ende 2003 als Vorgruppe von Deep Purple, aber dort zeigten sie eine katastrophale Vorstellung. Nachdem auch die Live-CD 'Locked and Loaded' und die letzte Veröffentlichung 'Warriors of the rainbow bridge' diplomatisch ausgedrückt eher durchwachsen waren, war ich auch sehr skeptisch, als ich ihre neue Live-DVD 'Live in Hamburg' in den Händen hielt. Weil ich aber dann doch sehr neugierig war, die Band auf DVD bei einem Gig in meiner Heimatstadt zu erleben, griff ich zu. Und ich muss sagen, ich war mehr als angenehm überrascht: Aufgenommen im Juli 2004 im Hamburger Hafen (wirklich sehr geile Hintergrund-Kulisse) auf den Harley Days, erlebt man einen sagenhaft überzeugenden Auftritt der Südstaaten-Rocker. Die Band sprüht vor Spielfreude und lässt bei der Songauswahl keine Wünsche offen. Es wird eine ausgewogene Mischung aus alten Klassikern wie 'Bounty hunter' oder 'Whiskey man' und neuen Songs wie 'The rainbow bridge' geboten. Die Band hat wirklich Spass auf der Bühne und lässt durch Soli und Improvisationen nie Langeweile aufkommen.&lt;BR&gt;Weniger enthusiastisch ist das zahlreich erschienene Publikum, aber ich denke, dass es sich seinerzeit um ein Gratis-Konzert gehandelt haben dürfte, da kommen zwar dann schon sehr viele Zuschauer, aber eben nicht nur die echten Fans, die dann auch bedingungslos abrocken. So hat Sänger Phil McCormack etwas Mühe, den Pulk mit seinen unaufhörlichen 'Hell 'ya'-Rufen in Wallung zu bekommen. Macht aber nichts, denn dieser kleine Kritikpunkt wird mehr als wettgemacht durch die technisch wirklich einwandfreie Produktion der DVD, kurz gesagt: Geiler Klang und hervorragende Kameraführung. Man ist wirklich als Zuschauer immer sehr dicht dran am Geschehen.&lt;BR&gt;Eine gute Idee ist es auch, der DVD eine entsprechende Audio-CD beizulegen, damit man das tolle Konzert auch morgens auf dem Weg zur Arbeit zumindest hören kann. Warum wird das eigentlich nicht standardmässig gemacht? Auf der Audio-CD fehlen allerdings (anders als hier oben in der Artikelbeschreibung angegeben) die letzten 4 Stücke des Konzerts, also 'The journey', 'Gone in 60 seconds', Jukin' city' und 'Flirtin' with desaster', schade, aber das hat wohl einfach nicht mehr gepasst, sonst wäre es eine Doppel-CD geworden. Die Extras sind relativ dürftig, aber dafür hochinteressant, neben dem kurzen Video zu den Hamburger Harley days ist es das ca. 20-minütige Interview mit Bandleader Bobby Ingram, das eine Menge von der Philosophie der Band offenlegt. Übrigens ist das Interview mit deutschen Untertiteln ausgestattet, so dass man auch wirklich alles versteht.&lt;BR&gt;Als Fazit muss ich sagen, dass mich 'Live in Hamburg' überaus positiv überrascht hat - eine so geile DVD hätte ich Molly Hatchet wirklich nicht mehr zugetraut. Ein absolutes Muss für Fans des gut gemachten Southern-Rocks!"
"6305342784","5","3","2005-10-08","fankl","Eine der besten Pop-Platten aller Zeiten im Bild","Schon die Platte hat seinerzeit mit seiner zeitlosen Klasse Maßstäbe gesetzt. Auf der DVD sind die afrikanischen Akteure in voller Aktion zu sehen, was der Musik durch die Freude an der Bewegung und an der Musik eine zusätzliche Dimension verleiht. Paul Simon bleibt immer sympatisch zurückhaltend und beeindruckt trotzdem mit seinem typischen Gesang. Die Höhepunkte der DVD sind die Auftritte von Miriam Makeba und der Akapellatruppe Ladysmith Black Mabazo mit ihrem großartigen Leadsänger Joseph Shabalala, die auch live mit eindrucksvoller Präzision und &quot;african Swing&quot; brillieren. Auch wenn jemand noch nicht mit afrikanischer Musik in Berührung gekommen ist, nach dieser DVD wird er nach diesen Rhytmen süchtig werden. Neben der gesamten Graceland Platte gibt es zwischendurch Soloauftritte der diversen afrikanischen Gäste, die Bildqualität ist in Ordnung, auch der Sound ist perfekt. Alles in Allem sehr empfehlenswert."
"6305342784","5","27","2001-07-29","guest","Sehr zu empfehlen...","Die Aufnahme des Konzerts entstand 1987 in Afrika. Ein netter Mensch hat mitgeschnitten und diese DVD ist das Ergebnis. Auf der Huelle steht Stereo PCM, was sich auch bestaetigt (kein 5.1). Nichts desto trotz kann man mit einem ordentlichen Effekt-Prozessor im Verstaerker problemlos die DVD mit einer 5.1 Anlage anhoeren und man wird nicht enttaeuscht. Schon zu Beginn wird man Gaensehaut bekommen. Die DVD hat als Intro Lied Nr. 11 (Name leider vergessen), bei der ein Chor aus Afrika (Name leider auch vergessen) zusammen mit Paul Simon eines von P.S. Liedern singt. Ein weiterer Gast ist Miriam Makeba, die z.T. Solo, aber auch zusammen mit P.S singt. Unglaublich schoene Aufnahmen aus Afrika runden das Gesamtbild ab. Kurzum - sehr zu empfehlen."
"B00068C7VQ","5","7","2005-04-13","schnier2501","&quot;I could not be more thrilled ...&quot;","Ich bin 33 Jahre alt, spiele seit 25 Jahren Gitarre und es ist kaum übertrieben, wenn ich sage, dass mich die Musik der beiden durch mein ganzes Leben - &quot;in guten wie in schlechten Zeiten&quot; - begleitet hat. Beim &quot;Concert in Central Park&quot; war ich erst neun Jahre und deshalb nicht live dabei, aber ich hatte mir schon damals geschworen, dass, sollten die Beiden noch einmal irgendwo live spielen, ich dabei sein werde. Also war ich am 17. November 2003 im STAPLES-Center in Los Angeles und selbstverständlich auch noch bei dem Konzert in München (Köln-Arena war leider ausverkauft).&lt;BR&gt;Ich hatte im STAPLES-Center bei &quot;I am a rock&quot; das erste Mal Tränen in den Augen. Wen schert schon, dass möglicherweise Bild- und Tonqualität nicht &quot;high-end&quot; sind? Wer von uns amusischen Knoten möchte sich bitte mit Berechtigung darüber aufregen, dass zwei Männer jenseits der 60 stimmlich möglicherweise nicht mehr jedes zweigestrichene &quot;C&quot; treffen? Ich versuche seit 25 Jahren &quot;Bridge over Troubled Water&quot; zu singen und es klappt vielleicht bei einem von 50 Versuchen zu meiner eigenen Zufriedenheit. Dieses ist ein LIVE-Konzert. Da kann man kaum mit dem Anspruch herangehen, dass man die Tonlagen in &quot;Studio-Qualität&quot; und am besten digital-remastered bekommt. &lt;BR&gt;Paul Simon und Art Garfunkel machen Musik, sie erzeugen sie nicht. Und jedem, der einen Sinn für wunderschöne Texte hat und sich vielleicht noch in die Zeit reindenken kann, als die beiden jung waren, dem wird es bei diesem Konzerterlebnis mehrfach eiskalt den Rücken runterlaufen.&lt;BR&gt;Diese DVD ist ein Muss für all diejenigen, die ihre Wurzeln irgendwo in der Epoche &quot;Woodstock, 68er und Co. KG&quot; haben. Ich bin tief dankbar dafür, dass ein Lebenstraum von mir in Erfüllung ging und ich die Menschen, die mir in meinem Leben so viel gegeben haben und mich auf so vielen Wegen begleiteten, noch einmal live erleben durfte.&lt;BR&gt;Ein im wahrsten Sinne des Wortes &quot;epochales&quot; Musikerlebnis mit generationenübergreifender Gänsehautgarantie."
"B0007Q6Q00","4","2","2005-04-26","guest","Ein Muß für Gospel- und Soulliebhaber","Nach Ben Harpers phänomenalen Beiträgen zu &quot;Standing in the Shadows of Motown&quot; habe ich mich für weitere Aufnahmen interessiert und bin auf dieses Konzert gestoßen - und wurde nicht enttäuscht. Ein wie immer hervorragender und absolut glaubwürdiger Ben Harper, eine &quot;tighte&quot; Band und dazu noch die charismatischen und stimmgewaltigen Blind Boys bewegen sich zwischen klassischen Gospels und groovendem Soul, bestens live mitgeschnitten im Apollo Theatre. Warum dann nur vier Sterne? Nun, in Zeiten, in denen Vokalensembles wie Take6 in dieser Sparte den Ton angeben, können - und wollen! - die Blind Boys &quot;relativ wenig Neues&quot; entgegensetzen. Während Gruppen wie Take6 mit ausgefeilten, modernen Jazzarrangements, sicherer Intonation und perfektem Timing überzeugen, sind es bei den Blind Boys schlichtweg die unvergleichliche Bühnenpräsenz, die Urwüchsigkeit der Stimmen und das gute Gefühl, an etwas historisch Einmaligem teilhaben zu dürfen, welche dieses Konzert zu solch einem besonderen Ereignis machen. Ein schlichtes Muß für Gospel- und Soulliebhaber!"
"B0007Q6Q00","5","1","2005-04-02","olahpeter","Emotionen pur!","Ich bin ein Ben Harper Fan seit ca. 5 Jahren, weshalb es eigentlich Pflicht für mich ist alles neue von ihm zu kaufen. Aber Ben ist ein Künstler, der wirklich nur allen, die einen guten Musikgeschmack haben dringlichst zu empfehlen ist, so SPREAD THE WORD!!!&lt;BR&gt;Ich bin ein Ungar und hier bei uns ist er noch weit weniger bekannt als in Deutschland.&lt;BR&gt;Bei diesem Konzert spielt er zusammen mit den Blind Boys of Alabama, deren Name für viele wahrscheinlich ein Begriff ist. Die Show konzentriert sich hauptsächlich auf das gemeinsam aufgenommene und im letzten Jahr erschienene Album &quot;There Will Be A Light&quot;, es werden aber auch ältere gut bekannte Songs ins Repertoir aufgenommen.&lt;BR&gt;Ich kann nur sagen: Das ist Emotion pur! Bei einigen Songs wird es sowas von emotionell, dass mir Tränen in die Augen kamen.&lt;P&gt;Ben Harper ist ein ehrlicher, sehr guter und charismatischer Musiker, davon kann sich hier jeder überzeugen."
"B00003JA0U","5","2","2004-02-06","zickbert2","Wuuuuunderschönes Konzert","Das Eden-Live Konzert von Sarah gehört für mich zu den DVDs, die immer wieder ihren Weg in meinen Player finden. Gerade dieses Konzert fasziniert durch dieses spezielle &quot;Intimitäts-Gefühl&quot;, man hat das Gefühl, dass Sarah einen an ihr, wie sie sagt &quot;persönliches EDEN&quot;, teilhaben lässt. So wird mal ein ganz wenig der Vorhang gelüpft, so dass man einen ganz kleinen Teil des Orchester erspäht, mal schwingt der Vorhang theatralich ganz auf. Die Beleuchtung ist so genial gewählt, dass Sarah immer den Mittelpunkt bietet. Und dann diese unvergleichlich schöne Stimme, Pop, Musical und Oper wechseln derart ab, dass es einfach nicht langweilig wird. Einzig: Mir hätte das hochauflösende 16:9 Bild besser gefallen, aber was soll's.&lt;P&gt;Sarah bietet mit diesem Konzert eine einzigartige Verbindung zwischen Theater, Musical und Pop-Konzert. DRINGEND zu empfehlen!"
"B00003JA0U","5","4","2001-12-30","ralphbrunner","Gerade wegen der kleinen Schwächen ein absolutes Muß","Eden ist für jeden Sarah Brightman Fan ein absolutes Muß, aber auch für jeden Liebhaber schöner Frauen/stimmen, der nicht ganz dem Massengeschmack folgt und einen Hang zu etwas dunklen Darbietungen hat. Gerade die kleinen Schwächen, wie eine Bildauflösung an den Grenzen des Machbaren ein völlig schwachsnniges 4:3 Format und ein Headset, auf dem recht strubbeligen Köpfchen &quot;Sarahs&quot; mit dem man auch einen afrikanischen Elephanten erschlagen könnte machen aus dieser DVD einen echten Genuß, den man gerne oft und immer wieder einmal wirklich genießt und nicht gleich wieder für ein paar Euro gebraucht verschachert."
"B00003JA0U","5","7","2001-05-28","guest","Klassik-Pop auf höchstem Niveau","Üblicherweise landen CD's und DVD's nach einer oftmals kurzen aber exzessiven Konsumphase in Regalen, Schränken oder auf Flohmärkten. Anders bei dieser DVD: Gesangs-, Klassik- und Popfreunde werden ein selten oder nie erlebtes, gänsehäutiges Erlebnis beim Genuss dieser auch optisch gelungenen Rarität erfahren. Die beste DVD mit unvergleichlichem Sound, die ich in meiner wahrlich großen Sammlung besitze. &lt;P&gt;Ein besonderes Erlebnis ist der südafrikanische Eingeborenen-Chor zusammen mit Sarah Brightman!&lt;P&gt;Ein Muß in jeder DVD-Sammlung: Hör- und Optik-Genuß pur!"
"B0006IGJ2Y","5","1","2004-12-17","rainer-klein3","DVD - Konzert von Jon Lord in der Kölner Vulkanhalle","Ich hatte das Glück, selbst bei diesem grandiosen Konzert in der Kölner Vulkanhalle dabei gewesen zu sein. Ein unglaublich persönliches und ergreifendes Konzert von Jon Lord und seinen special guests. Dieses Ergreifende wurde mit dieser DVD unglaublich gut eingefangen. Ich konnte das Konzert quasi 1:1 nacherleben, als ich mir das Konzert auf DVD ansah. Daher auch die 5-Sterne Bewertung. Das Konzert bestand hauptsächlich aus Stücken vom aktuellen Album &quot;Beyond The Notes&quot;, von &quot;Pictured Within&quot; und vom &quot;Sarabande&quot; Album. Gerade die Stücke vom letzgenannten Album kommen besonders gut rüber. Wer vor allem die Stücke &quot;Pavane&quot;, &quot;Sarabande&quot; und &quot;Gigue&quot; in der Orginialfassung von 1976 genau kennt, wird feststellen, dass ganz kleine Veränderungen an den Arrangements vorgenommen wurden, was den Stücken unglaublich gut tut. Ansonsten grandiose Musiker und Sänger, also Miller Anderson, Sam Brown und vor allem Frida. Zwei Stücke, die auf dem Konzert gespielt wurden (&quot;Wait A While&quot; und &quot;Song For Miriam&quot;) sind leider nicht auf der DVD. Alles in allem Jon Lord in Hochform und vom Konzert sichtlich bewegt. Großes Kompliment. Eine kleine Kritik an der DVD: Die Kamerawechsel sind gerade bei den langsameren Stücken oft zu hektisch. Großer Pluspunkt: Klasse Sound. Daher Tipp von mir: Entweder über gute Anlage oder Kopfhörer laut hören."
